id,competitionid,competitionname,seasonid,seasonname,matchid,matchname,matchdate,timemin,timesec,contestantid,contestantname,playerid,playername,eventname,openplaypass,tackle,shot,shotontarget,goal,expectedgoals,x,y
2570980571,47s2kt0e8m444ftqvsrqa3bvq,NB I,2rxhactrfdzbz0b9lu2dsa4no,2023/2024,cjyb58dp1w6hqs2kz914r1afo,MTK vs Paks,2023-07-28 00:00:00,14,24,e86hbyj6fwyumuwoiaglh33r5,Paksi FC,d0k18c99fhtip8dht8ld5ozfu,B. Szabó,Miss,0,0,1,0,0,0.018945854,83.37,48.96
2570982343,47s2kt0e8m444ftqvsrqa3bvq,NB I,2rxhactrfdzbz0b9lu2dsa4no,2023/2024,cjyb58dp1w6hqs2kz914r1afo,MTK vs Paks,2023-07-28 00:00:00,19,25,e86hbyj6fwyumuwoiaglh33r5,Paksi FC,7r01ng2rpxalsekh4qhv1xhp1,N. Könyves,Miss,0,0,1,0,0,0.004797947,77.91,20.06
2570982745,47s2kt0e8m444ftqvsrqa3bvq,NB I,2rxhactrfdzbz0b9lu2dsa4no,2023/2024,cjyb58dp1w6hqs2kz914r1afo,MTK vs Paks,2023-07-28 00:00:00,20,42,e86hbyj6fwyumuwoiaglh33r5,Paksi FC,7r01ng2rpxalsekh4qhv1xhp1,N. Könyves,Attempt Saved,0,0,1,0,0,0.027994109,84.42,44.81
2570983011,47s2kt0e8m444ftqvsrqa3bvq,NB I,2rxhactrfdzbz0b9lu2dsa4no,2023/2024,cjyb58dp1w6hqs2kz914r1afo,MTK vs Paks,2023-07-28 00:00:00,21,42,e86hbyj6fwyumuwoiaglh33r5,Paksi FC,gqtv93xu0ej0u7eru4ta8ted,Á. Kinyik,Miss,0,0,1,0,0,0.077407301,96.39,33.05
2570983459,47s2kt0e8m444ftqvsrqa3bvq,NB I,2rxhactrfdzbz0b9lu2dsa4no,2023/2024,cjyb58dp1w6hqs2kz914r1afo,MTK vs Paks,2023-07-28 00:00:00,23,15,ad5l7of8nxlt7c7uyf5pjiy14,MTK Budapest,u7twvm3u037gv8xpna09de96,D. Zsóri,Miss,0,0,1,0,0,0.026232887,92.51,30.33
2570984313,47s2kt0e8m444ftqvsrqa3bvq,NB I,2rxhactrfdzbz0b9lu2dsa4no,2023/2024,cjyb58dp1w6hqs2kz914r1afo,MTK vs Paks,2023-07-28 00:00:00,25,51,ad5l7of8nxlt7c7uyf5pjiy14,MTK Budapest,u7twvm3u037gv8xpna09de96,D. Zsóri,Attempt Saved,0,0,1,0,0,0.186684892,99.44,33.73
2570984693,47s2kt0e8m444ftqvsrqa3bvq,NB I,2rxhactrfdzbz0b9lu2dsa4no,2023/2024,cjyb58dp1w6hqs2kz914r1afo,MTK vs Paks,2023-07-28 00:00:00,27,0,ad5l7of8nxlt7c7uyf5pjiy14,MTK Budapest,7gap8u35ldilqjgdfk4b29uui,M. Kata,Attempt Saved,0,0,1,0,0,0.023440041,83.16,27.88
2570985409,47s2kt0e8m444ftqvsrqa3bvq,NB I,2rxhactrfdzbz0b9lu2dsa4no,2023/2024,cjyb58dp1w6hqs2kz914r1afo,MTK vs Paks,2023-07-28 00:00:00,29,24,ad5l7of8nxlt7c7uyf5pjiy14,MTK Budapest,6ht89hwb1cmt16qhmvb5kvumt,N. Antonov,Attempt Saved,0,0,1,0,0,0.018101845,78.23,49.44
2570985713,47s2kt0e8m444ftqvsrqa3bvq,NB I,2rxhactrfdzbz0b9lu2dsa4no,2023/2024,cjyb58dp1w6hqs2kz914r1afo,MTK vs Paks,2023-07-28 00:00:00,30,34,ad5l7of8nxlt7c7uyf5pjiy14,MTK Budapest,1eltcaof2l3k8ynctmubc43x1,K. Németh,Miss,0,0,1,0,0,0.009263233,77.18,50.25
2570986477,47s2kt0e8m444ftqvsrqa3bvq,NB I,2rxhactrfdzbz0b9lu2dsa4no,2023/2024,cjyb58dp1w6hqs2kz914r1afo,MTK vs Paks,2023-07-28 00:00:00,32,19,e86hbyj6fwyumuwoiaglh33r5,Paksi FC,7r01ng2rpxalsekh4qhv1xhp1,N. Könyves,Miss,0,0,1,0,0,0.015688127,95.55,17.54
2570988563,47s2kt0e8m444ftqvsrqa3bvq,NB I,2rxhactrfdzbz0b9lu2dsa4no,2023/2024,cjyb58dp1w6hqs2kz914r1afo,MTK vs Paks,2023-07-28 00:00:00,36,16,ad5l7of8nxlt7c7uyf5pjiy14,MTK Budapest,1eltcaof2l3k8ynctmubc43x1,K. Németh,Attempt Saved,0,0,1,1,0,0.030013843,80.75,30.87
2570989165,47s2kt0e8m444ftqvsrqa3bvq,NB I,2rxhactrfdzbz0b9lu2dsa4no,2023/2024,cjyb58dp1w6hqs2kz914r1afo,MTK vs Paks,2023-07-28 00:00:00,37,15,ad5l7of8nxlt7c7uyf5pjiy14,MTK Budapest,7gap8u35ldilqjgdfk4b29uui,M. Kata,Miss,0,0,1,0,0,0.03621161,81.59,28.49
2570990717,47s2kt0e8m444ftqvsrqa3bvq,NB I,2rxhactrfdzbz0b9lu2dsa4no,2023/2024,cjyb58dp1w6hqs2kz914r1afo,MTK vs Paks,2023-07-28 00:00:00,40,2,e86hbyj6fwyumuwoiaglh33r5,Paksi FC,3853kikkf7x5rfsencp2re579,A. Osváth,Miss,0,0,1,0,0,0.023107341,95.34,49.78
2570992989,47s2kt0e8m444ftqvsrqa3bvq,NB I,2rxhactrfdzbz0b9lu2dsa4no,2023/2024,cjyb58dp1w6hqs2kz914r1afo,MTK vs Paks,2023-07-28 00:00:00,43,56,e86hbyj6fwyumuwoiaglh33r5,Paksi FC,d0k18c99fhtip8dht8ld5ozfu,B. Szabó,Miss,0,0,1,0,0,0.027946329,80.33,20.74
2571004013,47s2kt0e8m444ftqvsrqa3bvq,NB I,2rxhactrfdzbz0b9lu2dsa4no,2023/2024,cjyb58dp1w6hqs2kz914r1afo,MTK vs Paks,2023-07-28 00:00:00,45,56,e86hbyj6fwyumuwoiaglh33r5,Paksi FC,d0k18c99fhtip8dht8ld5ozfu,B. Szabó,Attempt Saved,0,0,1,0,0,0.032547474,88.83,43.59
2571005179,47s2kt0e8m444ftqvsrqa3bvq,NB I,2rxhactrfdzbz0b9lu2dsa4no,2023/2024,cjyb58dp1w6hqs2kz914r1afo,MTK vs Paks,2023-07-28 00:00:00,48,27,ad5l7of8nxlt7c7uyf5pjiy14,MTK Budapest,1eltcaof2l3k8ynctmubc43x1,K. Németh,Goal,0,0,1,1,1,0.377073735,90.51,31.28
2571006531,47s2kt0e8m444ftqvsrqa3bvq,NB I,2rxhactrfdzbz0b9lu2dsa4no,2023/2024,cjyb58dp1w6hqs2kz914r1afo,MTK vs Paks,2023-07-28 00:00:00,51,6,ad5l7of8nxlt7c7uyf5pjiy14,MTK Budapest,7gap8u35ldilqjgdfk4b29uui,M. Kata,Miss,0,0,1,0,0,0.015685337,78.44,35.63
2571007815,47s2kt0e8m444ftqvsrqa3bvq,NB I,2rxhactrfdzbz0b9lu2dsa4no,2023/2024,cjyb58dp1w6hqs2kz914r1afo,MTK vs Paks,2023-07-28 00:00:00,53,29,ad5l7of8nxlt7c7uyf5pjiy14,MTK Budapest,1eltcaof2l3k8ynctmubc43x1,K. Németh,Attempt Saved,0,0,1,1,0,0.086289674,85.79,38.08
2571013139,47s2kt0e8m444ftqvsrqa3bvq,NB I,2rxhactrfdzbz0b9lu2dsa4no,2023/2024,cjyb58dp1w6hqs2kz914r1afo,MTK vs Paks,2023-07-28 00:00:00,64,35,e86hbyj6fwyumuwoiaglh33r5,Paksi FC,bzjyjwgn7hjlck623oxd5zmc5,J. Windecker,Miss,0,0,1,0,0,0.063217886,95.87,35.77
2571013189,47s2kt0e8m444ftqvsrqa3bvq,NB I,2rxhactrfdzbz0b9lu2dsa4no,2023/2024,cjyb58dp1w6hqs2kz914r1afo,MTK vs Paks,2023-07-28 00:00:00,64,37,e86hbyj6fwyumuwoiaglh33r5,Paksi FC,akj9iechgzeo7j8ghmf7txc5x,J. Hahn,Attempt Saved,0,0,1,1,0,0.308699608,101.12,33.66
2571013221,47s2kt0e8m444ftqvsrqa3bvq,NB I,2rxhactrfdzbz0b9lu2dsa4no,2023/2024,cjyb58dp1w6hqs2kz914r1afo,MTK vs Paks,2023-07-28 00:00:00,64,39,e86hbyj6fwyumuwoiaglh33r5,Paksi FC,5xbwf23eb224gtdpodb5bgmhh,D. Böde,Goal,0,0,1,1,1,0.992802143,103.64,34.0
2571014953,47s2kt0e8m444ftqvsrqa3bvq,NB I,2rxhactrfdzbz0b9lu2dsa4no,2023/2024,cjyb58dp1w6hqs2kz914r1afo,MTK vs Paks,2023-07-28 00:00:00,69,58,e86hbyj6fwyumuwoiaglh33r5,Paksi FC,akj9iechgzeo7j8ghmf7txc5x,J. Hahn,Attempt Saved,0,0,1,0,0,0.101292767,93.45,37.94
2571015547,47s2kt0e8m444ftqvsrqa3bvq,NB I,2rxhactrfdzbz0b9lu2dsa4no,2023/2024,cjyb58dp1w6hqs2kz914r1afo,MTK vs Paks,2023-07-28 00:00:00,72,4,ad5l7of8nxlt7c7uyf5pjiy14,MTK Budapest,u7twvm3u037gv8xpna09de96,D. Zsóri,Attempt Saved,0,0,1,0,0,0.178950429,91.25,31.82
2571015599,47s2kt0e8m444ftqvsrqa3bvq,NB I,2rxhactrfdzbz0b9lu2dsa4no,2023/2024,cjyb58dp1w6hqs2kz914r1afo,MTK vs Paks,2023-07-28 00:00:00,72,16,ad5l7of8nxlt7c7uyf5pjiy14,MTK Budapest,eaabxaonk75x5k5nk48pvmb4l,I. Bognár,Attempt Saved,0,0,1,0,0,0.036778774,87.99,42.36
2571017347,47s2kt0e8m444ftqvsrqa3bvq,NB I,2rxhactrfdzbz0b9lu2dsa4no,2023/2024,cjyb58dp1w6hqs2kz914r1afo,MTK vs Paks,2023-07-28 00:00:00,77,42,ad5l7of8nxlt7c7uyf5pjiy14,MTK Budapest,36haurik255ui3s3i8eetw1jp,Z. Stieber,Attempt Saved,0,0,1,0,0,0.064474851,75.39,32.5
2571019399,47s2kt0e8m444ftqvsrqa3bvq,NB I,2rxhactrfdzbz0b9lu2dsa4no,2023/2024,cjyb58dp1w6hqs2kz914r1afo,MTK vs Paks,2023-07-28 00:00:00,82,31,ad5l7of8nxlt7c7uyf5pjiy14,MTK Budapest,6ht89hwb1cmt16qhmvb5kvumt,N. Antonov,Attempt Saved,0,0,1,1,0,0.017006645,78.23,46.31
2571023211,47s2kt0e8m444ftqvsrqa3bvq,NB I,2rxhactrfdzbz0b9lu2dsa4no,2023/2024,cjyb58dp1w6hqs2kz914r1afo,MTK vs Paks,2023-07-28 00:00:00,91,46,e86hbyj6fwyumuwoiaglh33r5,Paksi FC,1qpwi8vw5zh4iz3p98mjk920a,S. Mezei,Miss,0,0,1,0,0,0.038897034,89.78,44.4
2571322315,47s2kt0e8m444ftqvsrqa3bvq,NB I,2rxhactrfdzbz0b9lu2dsa4no,2023/2024,ciumatkk6rge71jryy3y3g1ec,Újpest vs Fehérvár,2023-07-29 00:00:00,2,59,4yxspqt9kfih6zcwwslxq8r6f,Újpest FC,dr09gxpx3t2gibn2pm3lox8et,B. Pauljević,Miss,0,0,1,0,0,0.017580211,78.23,21.15
2571323771,47s2kt0e8m444ftqvsrqa3bvq,NB I,2rxhactrfdzbz0b9lu2dsa4no,2023/2024,ciumatkk6rge71jryy3y3g1ec,Újpest vs Fehérvár,2023-07-29 00:00:00,6,32,4yxspqt9kfih6zcwwslxq8r6f,Újpest FC,28aq5m1kwifaz1p3l1q8s2x9l,T. Kiss,Attempt Saved,0,0,1,1,0,0.086038418,96.92,21.69
2571325347,47s2kt0e8m444ftqvsrqa3bvq,NB I,2rxhactrfdzbz0b9lu2dsa4no,2023/2024,ciumatkk6rge71jryy3y3g1ec,Újpest vs Fehérvár,2023-07-29 00:00:00,10,28,4yxspqt9kfih6zcwwslxq8r6f,Újpest FC,audxaud1qfxsmi1mq38ke726t,V. Onovo,Attempt Saved,0,0,1,1,0,0.122582778,88.1,34.68
2571325697,47s2kt0e8m444ftqvsrqa3bvq,NB I,2rxhactrfdzbz0b9lu2dsa4no,2023/2024,ciumatkk6rge71jryy3y3g1ec,Újpest vs Fehérvár,2023-07-29 00:00:00,11,21,4yxspqt9kfih6zcwwslxq8r6f,Újpest FC,dnveezfjnsd148nb3hww66505,M. Ljujić,Goal,0,0,1,1,1,0.598568916,99.12,38.28
2571328395,47s2kt0e8m444ftqvsrqa3bvq,NB I,2rxhactrfdzbz0b9lu2dsa4no,2023/2024,ciumatkk6rge71jryy3y3g1ec,Újpest vs Fehérvár,2023-07-29 00:00:00,16,57,4yxspqt9kfih6zcwwslxq8r6f,Újpest FC,dnveezfjnsd148nb3hww66505,M. Ljujić,Attempt Saved,0,0,1,1,0,0.082559414,97.34,47.19
2571330259,47s2kt0e8m444ftqvsrqa3bvq,NB I,2rxhactrfdzbz0b9lu2dsa4no,2023/2024,ciumatkk6rge71jryy3y3g1ec,Újpest vs Fehérvár,2023-07-29 00:00:00,19,46,4yxspqt9kfih6zcwwslxq8r6f,Újpest FC,dnveezfjnsd148nb3hww66505,M. Ljujić,Miss,0,0,1,0,0,0.066122085,90.3,40.66
2571332465,47s2kt0e8m444ftqvsrqa3bvq,NB I,2rxhactrfdzbz0b9lu2dsa4no,2023/2024,ciumatkk6rge71jryy3y3g1ec,Újpest vs Fehérvár,2023-07-29 00:00:00,23,12,4yxspqt9kfih6zcwwslxq8r6f,Újpest FC,dnveezfjnsd148nb3hww66505,M. Ljujić,Miss,0,0,1,0,0,0.135088816,83.16,36.24
2571333931,47s2kt0e8m444ftqvsrqa3bvq,NB I,2rxhactrfdzbz0b9lu2dsa4no,2023/2024,ciumatkk6rge71jryy3y3g1ec,Újpest vs Fehérvár,2023-07-29 00:00:00,25,41,4yxspqt9kfih6zcwwslxq8r6f,Újpest FC,audxaud1qfxsmi1mq38ke726t,V. Onovo,Miss,0,0,1,0,0,0.108042806,92.19,26.59
2571335241,47s2kt0e8m444ftqvsrqa3bvq,NB I,2rxhactrfdzbz0b9lu2dsa4no,2023/2024,ciumatkk6rge71jryy3y3g1ec,Újpest vs Fehérvár,2023-07-29 00:00:00,27,58,aebm5g2ss8l4r09xu95hpwtwo,Fehérvár FC,29shn7qwy1i83sje5raxw5otl,S. Schön,Attempt Saved,0,0,1,0,0,0.018603964,78.33,38.15
2571336069,47s2kt0e8m444ftqvsrqa3bvq,NB I,2rxhactrfdzbz0b9lu2dsa4no,2023/2024,ciumatkk6rge71jryy3y3g1ec,Újpest vs Fehérvár,2023-07-29 00:00:00,29,8,aebm5g2ss8l4r09xu95hpwtwo,Fehérvár FC,1749v7alq0jjng7nfql3ko8ru,L. Kastrati,Miss,0,0,1,0,0,0.058277372,99.96,42.16
2571342207,47s2kt0e8m444ftqvsrqa3bvq,NB I,2rxhactrfdzbz0b9lu2dsa4no,2023/2024,ciumatkk6rge71jryy3y3g1ec,Újpest vs Fehérvár,2023-07-29 00:00:00,41,8,4yxspqt9kfih6zcwwslxq8r6f,Újpest FC,dw90qk4bc9j0xya290pv42go9,L. Mack,Goal,0,0,1,1,1,0.061968759,89.46,25.84
2571342901,47s2kt0e8m444ftqvsrqa3bvq,NB I,2rxhactrfdzbz0b9lu2dsa4no,2023/2024,ciumatkk6rge71jryy3y3g1ec,Újpest vs Fehérvár,2023-07-29 00:00:00,43,12,4yxspqt9kfih6zcwwslxq8r6f,Újpest FC,dw90qk4bc9j0xya290pv42go9,L. Mack,Miss,0,0,1,0,0,0.013388414,74.97,27.2
2571344169,47s2kt0e8m444ftqvsrqa3bvq,NB I,2rxhactrfdzbz0b9lu2dsa4no,2023/2024,ciumatkk6rge71jryy3y3g1ec,Újpest vs Fehérvár,2023-07-29 00:00:00,45,45,aebm5g2ss8l4r09xu95hpwtwo,Fehérvár FC,29shn7qwy1i83sje5raxw5otl,S. Schön,Miss,0,0,1,0,0,0.227586329,101.01,39.71
2571359421,47s2kt0e8m444ftqvsrqa3bvq,NB I,2rxhactrfdzbz0b9lu2dsa4no,2023/2024,ciumatkk6rge71jryy3y3g1ec,Újpest vs Fehérvár,2023-07-29 00:00:00,46,1,aebm5g2ss8l4r09xu95hpwtwo,Fehérvár FC,4beu7c85f1ltnairjxjmceqne,M. Katona,Goal,0,0,1,1,1,0.018772582,82.64,44.06
2571361477,47s2kt0e8m444ftqvsrqa3bvq,NB I,2rxhactrfdzbz0b9lu2dsa4no,2023/2024,ciumatkk6rge71jryy3y3g1ec,Újpest vs Fehérvár,2023-07-29 00:00:00,49,1,aebm5g2ss8l4r09xu95hpwtwo,Fehérvár FC,e00u5xbj40h0p36g9eigo6x1x,L. Houri,Miss,0,0,1,0,0,0.016479943,75.81,20.2
2571363113,47s2kt0e8m444ftqvsrqa3bvq,NB I,2rxhactrfdzbz0b9lu2dsa4no,2023/2024,ciumatkk6rge71jryy3y3g1ec,Újpest vs Fehérvár,2023-07-29 00:00:00,51,31,aebm5g2ss8l4r09xu95hpwtwo,Fehérvár FC,dx3omt5qpmaik3cnkbcnv793p,C. Spandler,Miss,0,0,1,0,0,0.014753109,94.5,40.32
2571364151,47s2kt0e8m444ftqvsrqa3bvq,NB I,2rxhactrfdzbz0b9lu2dsa4no,2023/2024,ciumatkk6rge71jryy3y3g1ec,Újpest vs Fehérvár,2023-07-29 00:00:00,53,2,aebm5g2ss8l4r09xu95hpwtwo,Fehérvár FC,134eg9y7cvapdx8ni8lzlw2l0,M. Pető,Attempt Saved,0,0,1,0,0,0.04699989,87.78,19.99
2571366987,47s2kt0e8m444ftqvsrqa3bvq,NB I,2rxhactrfdzbz0b9lu2dsa4no,2023/2024,ciumatkk6rge71jryy3y3g1ec,Újpest vs Fehérvár,2023-07-29 00:00:00,57,19,aebm5g2ss8l4r09xu95hpwtwo,Fehérvár FC,29shn7qwy1i83sje5raxw5otl,S. Schön,Miss,0,0,1,0,0,0.091470055,101.64,41.0
2571376005,47s2kt0e8m444ftqvsrqa3bvq,NB I,2rxhactrfdzbz0b9lu2dsa4no,2023/2024,ciumatkk6rge71jryy3y3g1ec,Újpest vs Fehérvár,2023-07-29 00:00:00,68,56,4yxspqt9kfih6zcwwslxq8r6f,Újpest FC,dr09gxpx3t2gibn2pm3lox8et,B. Pauljević,Miss,0,0,1,0,0,0.352985323,96.6,35.43
2571376983,47s2kt0e8m444ftqvsrqa3bvq,NB I,2rxhactrfdzbz0b9lu2dsa4no,2023/2024,ciumatkk6rge71jryy3y3g1ec,Újpest vs Fehérvár,2023-07-29 00:00:00,70,5,aebm5g2ss8l4r09xu95hpwtwo,Fehérvár FC,4beu7c85f1ltnairjxjmceqne,M. Katona,Miss,0,0,1,0,0,0.021186324,81.59,28.9
2571379713,47s2kt0e8m444ftqvsrqa3bvq,NB I,2rxhactrfdzbz0b9lu2dsa4no,2023/2024,ciumatkk6rge71jryy3y3g1ec,Újpest vs Fehérvár,2023-07-29 00:00:00,73,58,aebm5g2ss8l4r09xu95hpwtwo,Fehérvár FC,134eg9y7cvapdx8ni8lzlw2l0,M. Pető,Attempt Saved,0,0,1,1,0,0.009879669,94.71,50.46
2571385241,47s2kt0e8m444ftqvsrqa3bvq,NB I,2rxhactrfdzbz0b9lu2dsa4no,2023/2024,ciumatkk6rge71jryy3y3g1ec,Újpest vs Fehérvár,2023-07-29 00:00:00,86,4,aebm5g2ss8l4r09xu95hpwtwo,Fehérvár FC,29shn7qwy1i83sje5raxw5otl,S. Schön,Miss,0,0,1,0,0,0.028364008,90.3,48.14
2571387485,47s2kt0e8m444ftqvsrqa3bvq,NB I,2rxhactrfdzbz0b9lu2dsa4no,2023/2024,ciumatkk6rge71jryy3y3g1ec,Újpest vs Fehérvár,2023-07-29 00:00:00,90,10,4yxspqt9kfih6zcwwslxq8r6f,Újpest FC,audxaud1qfxsmi1mq38ke726t,V. Onovo,Attempt Saved,0,0,1,1,0,0.409647912,92.19,34.07
2571388015,47s2kt0e8m444ftqvsrqa3bvq,NB I,2rxhactrfdzbz0b9lu2dsa4no,2023/2024,ciumatkk6rge71jryy3y3g1ec,Újpest vs Fehérvár,2023-07-29 00:00:00,91,7,aebm5g2ss8l4r09xu95hpwtwo,Fehérvár FC,4beu7c85f1ltnairjxjmceqne,M. Katona,Miss,0,0,1,0,0,0.293305069,95.03,42.02
2571390987,47s2kt0e8m444ftqvsrqa3bvq,NB I,2rxhactrfdzbz0b9lu2dsa4no,2023/2024,ciumatkk6rge71jryy3y3g1ec,Újpest vs Fehérvár,2023-07-29 00:00:00,94,46,aebm5g2ss8l4r09xu95hpwtwo,Fehérvár FC,czwpkn0tomppb4bdgd2bnb8wl,K. Kodro,Miss,0,0,1,0,0,0.0986939,95.55,31.69
2571269023,47s2kt0e8m444ftqvsrqa3bvq,NB I,2rxhactrfdzbz0b9lu2dsa4no,2023/2024,cj82grwvcxdh7wqbcjsik795g,Diósgyőr vs Puskás,2023-07-29 00:00:00,1,33,7gmb3yf0l30i996xp4cqt5u9p,Puskás Akadémia FC,7thbbi2nnqb4s489864ggrutx,L. Colley,Attempt Saved,0,0,1,1,0,0.041760244,96.6,19.52
2571270687,47s2kt0e8m444ftqvsrqa3bvq,NB I,2rxhactrfdzbz0b9lu2dsa4no,2023/2024,cj82grwvcxdh7wqbcjsik795g,Diósgyőr vs Puskás,2023-07-29 00:00:00,4,33,7gmb3yf0l30i996xp4cqt5u9p,Puskás Akadémia FC,7thbbi2nnqb4s489864ggrutx,L. Colley,Miss,0,0,1,0,0,0.246110454,99.86,34.88
2571272053,47s2kt0e8m444ftqvsrqa3bvq,NB I,2rxhactrfdzbz0b9lu2dsa4no,2023/2024,cj82grwvcxdh7wqbcjsik795g,Diósgyőr vs Puskás,2023-07-29 00:00:00,7,52,7gmb3yf0l30i996xp4cqt5u9p,Puskás Akadémia FC,7thbbi2nnqb4s489864ggrutx,L. Colley,Miss,0,0,1,0,0,0.022462066,96.5,20.6
2571272081,47s2kt0e8m444ftqvsrqa3bvq,NB I,2rxhactrfdzbz0b9lu2dsa4no,2023/2024,cj82grwvcxdh7wqbcjsik795g,Diósgyőr vs Puskás,2023-07-29 00:00:00,7,53,7gmb3yf0l30i996xp4cqt5u9p,Puskás Akadémia FC,89m6bxpfy3sbtjj527lzmx42d,L. Slagveer,Goal,0,0,1,1,1,0.902449548,103.53,36.04
2571273623,47s2kt0e8m444ftqvsrqa3bvq,NB I,2rxhactrfdzbz0b9lu2dsa4no,2023/2024,cj82grwvcxdh7wqbcjsik795g,Diósgyőr vs Puskás,2023-07-29 00:00:00,11,38,amfs0dhjwsobm10en9twg0q,Diósgyőri VTK,bbl92tnb2ycm4ad1fowfoe12h,A. Kampetsis,Attempt Saved,0,0,1,0,0,0.046086598,97.55,47.33
2571280195,47s2kt0e8m444ftqvsrqa3bvq,NB I,2rxhactrfdzbz0b9lu2dsa4no,2023/2024,cj82grwvcxdh7wqbcjsik795g,Diósgyőr vs Puskás,2023-07-29 00:00:00,26,49,7gmb3yf0l30i996xp4cqt5u9p,Puskás Akadémia FC,bjx8f7wux487qmrr5idmq2prd,J. Levi,Attempt Saved,0,0,1,1,0,0.03164332,84.84,11.08
2571284459,47s2kt0e8m444ftqvsrqa3bvq,NB I,2rxhactrfdzbz0b9lu2dsa4no,2023/2024,cj82grwvcxdh7wqbcjsik795g,Diósgyőr vs Puskás,2023-07-29 00:00:00,37,16,amfs0dhjwsobm10en9twg0q,Diósgyőri VTK,90ya7l57x7fzu8ciyqzewo1cl,Álex Vallejo,Miss,0,0,1,0,0,0.023657614,78.96,46.78
2571286443,47s2kt0e8m444ftqvsrqa3bvq,NB I,2rxhactrfdzbz0b9lu2dsa4no,2023/2024,cj82grwvcxdh7wqbcjsik795g,Diósgyőr vs Puskás,2023-07-29 00:00:00,41,12,amfs0dhjwsobm10en9twg0q,Diósgyőri VTK,7qx8iwxlrw326eu877d0crsgl,V. Klimovich,Miss,0,0,1,0,0,0.062548965,93.66,24.55
2571288469,47s2kt0e8m444ftqvsrqa3bvq,NB I,2rxhactrfdzbz0b9lu2dsa4no,2023/2024,cj82grwvcxdh7wqbcjsik795g,Diósgyőr vs Puskás,2023-07-29 00:00:00,45,17,7gmb3yf0l30i996xp4cqt5u9p,Puskás Akadémia FC,bjx8f7wux487qmrr5idmq2prd,J. Levi,Miss,0,0,1,0,0,0.024530634,80.96,24.82
2571295421,47s2kt0e8m444ftqvsrqa3bvq,NB I,2rxhactrfdzbz0b9lu2dsa4no,2023/2024,cj82grwvcxdh7wqbcjsik795g,Diósgyőr vs Puskás,2023-07-29 00:00:00,46,39,amfs0dhjwsobm10en9twg0q,Diósgyőri VTK,99oqw20juthe0cphiajsm1udw,J. Moussango,Attempt Saved,0,0,1,0,0,0.04538263,90.93,49.03
2571295625,47s2kt0e8m444ftqvsrqa3bvq,NB I,2rxhactrfdzbz0b9lu2dsa4no,2023/2024,cj82grwvcxdh7wqbcjsik795g,Diósgyőr vs Puskás,2023-07-29 00:00:00,47,8,amfs0dhjwsobm10en9twg0q,Diósgyőri VTK,us7a2m4rq7ae64xvqz9w47e2,G. Stephen,Miss,0,0,1,0,0,0.015298294,77.49,48.89
2571296427,47s2kt0e8m444ftqvsrqa3bvq,NB I,2rxhactrfdzbz0b9lu2dsa4no,2023/2024,cj82grwvcxdh7wqbcjsik795g,Diósgyőr vs Puskás,2023-07-29 00:00:00,48,58,amfs0dhjwsobm10en9twg0q,Diósgyőri VTK,amrtzmnwhug9j2vcz1n9iifh1,G. Holdampf,Miss,0,0,1,0,0,0.027439969,76.02,36.86
2571297569,47s2kt0e8m444ftqvsrqa3bvq,NB I,2rxhactrfdzbz0b9lu2dsa4no,2023/2024,cj82grwvcxdh7wqbcjsik795g,Diósgyőr vs Puskás,2023-07-29 00:00:00,51,46,7gmb3yf0l30i996xp4cqt5u9p,Puskás Akadémia FC,av47pv5ms5wxtogk9vyk8o4id,R. Szolnoki,Attempt Saved,0,0,1,0,0,0.024349082,92.19,26.66
2571297887,47s2kt0e8m444ftqvsrqa3bvq,NB I,2rxhactrfdzbz0b9lu2dsa4no,2023/2024,cj82grwvcxdh7wqbcjsik795g,Diósgyőr vs Puskás,2023-07-29 00:00:00,52,33,7gmb3yf0l30i996xp4cqt5u9p,Puskás Akadémia FC,bjx8f7wux487qmrr5idmq2prd,J. Levi,Attempt Saved,0,0,1,1,0,0.061164688,97.34,24.55
2571298533,47s2kt0e8m444ftqvsrqa3bvq,NB I,2rxhactrfdzbz0b9lu2dsa4no,2023/2024,cj82grwvcxdh7wqbcjsik795g,Diósgyőr vs Puskás,2023-07-29 00:00:00,54,4,7gmb3yf0l30i996xp4cqt5u9p,Puskás Akadémia FC,bjx8f7wux487qmrr5idmq2prd,J. Levi,Attempt Saved,0,0,1,0,0,0.03829442,78.23,31.28
2571299097,47s2kt0e8m444ftqvsrqa3bvq,NB I,2rxhactrfdzbz0b9lu2dsa4no,2023/2024,cj82grwvcxdh7wqbcjsik795g,Diósgyőr vs Puskás,2023-07-29 00:00:00,55,22,amfs0dhjwsobm10en9twg0q,Diósgyőri VTK,99oqw20juthe0cphiajsm1udw,J. Moussango,Attempt Saved,0,0,1,0,0,0.016319271,85.37,44.13
2571303889,47s2kt0e8m444ftqvsrqa3bvq,NB I,2rxhactrfdzbz0b9lu2dsa4no,2023/2024,cj82grwvcxdh7wqbcjsik795g,Diósgyőr vs Puskás,2023-07-29 00:00:00,66,8,7gmb3yf0l30i996xp4cqt5u9p,Puskás Akadémia FC,89m6bxpfy3sbtjj527lzmx42d,L. Slagveer,Miss,0,0,1,0,0,0.390780836,95.13,26.04
