Tevékenység típusa,Dátum,Kedvenc,Cím,Távolság,Kalóriaszám,Idő,Átlagos pulzusszám,Max. pulzus,Átl. pedálütem,Max. pedálütem,Átlagos tempó,Legjobb tempó,Teljes emelkedés,Teljes süllyedés,Átlagos lépéshossz,Átl. pedálütem,Max. pedálütem,Training Stress Score®,Teljes csapásszám,Lépések,Összes ismétlés,Összes szett,Dekompressziós,Legjobb köridő,Körök száma,Ált. légzés,Min. légzés,Max. légzés,Stresszadatok változása,Kezdő stressz,Befejező stressz,Átl. stressz,Max. stressz,Menetidő,Eltelt idő,Minimális magasság,Maximális magasság
Futás,2022-12-09 12:23:38,false,"Szeged - 5k 2-1 intervals","8.57","470","00:47:27","163","180","157","174","5:32","3:26","32","32","1.15","--","--","0.0","--","7,486","--","--","Nem","00:01:00","24","--","--","--","--","--","--","--","--","00:46:39","00:49:19","71","82"
Kardió,2022-12-07 18:24:25,false,"Kardió","0.00","143","00:32:59","108","142","--","--","--","--","--","--","--","--","--","0.0","--","--","--","--","Nem","00:32:59","1","--","--","--","--","--","--","--","--","00:00:00","00:35:04","--","--"
Szobakerékpározás,2022-12-07 17:57:12,false,"Szobakerékpározás","0.00","193","00:21:17","150","168","--","--","--","--","--","--","--","--","--","0.0","--","--","--","--","Nem","00:21:17","1","--","--","--","--","--","--","--","--","00:00:00","00:21:17","--","--"
Futás,2022-12-05 11:06:03,false,"Szeged Futás","5.02","298","00:27:46","167","182","163","171","5:32","4:10","17","19","1.11","--","--","0.0","--","4,526","--","--","Nem","00:00:06.3","6","--","--","--","--","--","--","--","--","00:27:37","00:27:46","75","81"
Futás,2022-12-01 17:34:15,false,"Szeged Futás","6.25","552","01:13:36","141","180","79","223","11:46","2:57","4","4","1.07","--","--","0.0","--","7,996","--","--","Nem","01:13:36","1","--","--","--","--","--","--","--","--","00:51:36","01:13:36","77","80"
Szobakerékpározás,2022-11-28 19:03:58,false,"Szobakerékpározás","0.00","167","00:20:42","134","218","--","--","--","--","--","--","--","--","--","0.0","--","--","--","--","Nem","00:02:28.5","2","--","--","--","--","--","--","--","--","00:00:00","00:20:42","--","--"
Futás,2022-11-25 18:39:11,false,"Szeged Futás","4.57","397","01:00:06","133","175","72","228","13:10","3:08","5","5","1.06","--","--","0.0","--","6,270","--","--","Nem","01:00:06","1","--","--","--","--","--","--","--","--","00:39:10","01:00:06","76","80"
Futás,2022-11-24 19:06:19,false,"Szeged Futás","4.20","347","00:59:44","122","148","60","220","14:14","2:49","4","3","1.17","--","--","0.0","--","5,692","--","--","Nem","00:59:44","1","--","--","--","--","--","--","--","--","00:32:52","00:59:44","75","83"
Futás,2022-11-23 18:47:31,false,"Szeged Futás","6.04","472","01:14:13","127","169","74","228","12:17","2:48","5","3","1.09","--","--","0.0","--","8,018","--","--","Nem","01:14:13","1","--","--","--","--","--","--","--","--","00:51:02","01:14:13","78","80"
Futás,2022-11-22 19:08:53,false,"Szeged Futás","6.07","500","01:19:34","130","167","76","212","13:06","3:01","4","4","1.00","--","--","0.0","--","8,588","--","--","Nem","01:19:34","1","--","--","--","--","--","--","--","--","00:50:57","01:19:34","77","80"
Futás,2022-11-21 19:04:02,false,"Szeged Futás","4.66","300","00:48:53","122","145","100","228","10:30","3:28","3","2","0.95","--","--","0.0","--","6,314","--","--","Nem","00:48:53","1","--","--","--","--","--","--","--","--","00:37:59","00:48:53","62","78"
Futás,2022-11-18 18:52:58,false,"Szeged Futás","3.24","250","00:51:16","106","153","59","215","15:50","3:03","5","5","1.07","--","--","0.0","--","4,560","--","--","Nem","00:51:16","1","--","--","--","--","--","--","--","--","00:26:58","00:51:16","76","80"
Futás,2022-11-17 18:38:27,false,"Szeged Futás","2.40","350","01:04:22","121","163","29","248","26:50","3:31","1","1","1.30","--","--","0.0","--","3,416","--","--","Nem","01:04:22","1","--","--","--","--","--","--","--","--","00:20:17","01:04:22","79","80"
Futás,2022-11-16 18:24:15,false,"Szeged Futás","5.46","483","01:13:12","135","178","68","243","13:24","2:06","23","23","1.11","--","--","0.0","--","7,328","--","--","Nem","01:13:12","1","--","--","--","--","--","--","--","--","00:44:08","01:13:12","78","101"
Futás,2022-11-15 19:15:02,false,"Szeged Futás","3.31","305","00:47:37","126","174","68","238","14:24","1:54","0","1","1.02","--","--","0.0","--","4,580","--","--","Nem","00:47:37","1","--","--","--","--","--","--","--","--","00:28:26","00:47:37","77","82"
Futás,2022-11-14 18:55:34,false,"Szeged Futás","4.05","353","00:46:59","138","184","80","228","11:36","2:40","1","1","1.08","--","--","0.0","--","5,388","--","--","Nem","00:46:59","1","--","--","--","--","--","--","--","--","00:33:52","00:46:59","76","78"
Futás,2022-11-10 19:05:08,false,"Szeged Futás","4.81","371","00:46:57","154","184","93","217","9:46","2:44","12","12","1.10","--","--","0.0","--","--","--","--","Nem","00:46:57","1","--","--","--","--","--","--","--","--","00:39:34","00:46:57","76","80"
Futás,2022-11-09 19:35:20,false,"Szeged Futás","4.52","357","00:49:26","134","180","85","233","10:56","2:55","5","6","1.07","--","--","0.0","--","5,612","--","--","Nem","00:49:26","1","--","--","--","--","--","--","--","--","00:37:30","00:49:26","78","80"
Futás,2022-11-08 18:52:19,false,"Szeged Futás","4.49","391","01:25:26","116","164","50","229","19:02","1:42","6","5","1.04","--","--","0.0","--","--","--","--","Nem","01:25:26","1","--","--","--","--","--","--","--","--","00:43:20","01:25:26","78","80"
Futás,2022-11-07 19:05:27,false,"Szeged Futás","5.00","413","01:02:04","127","182","74","247","12:25","1:47","19","18","1.08","--","--","0.0","--","6,722","--","--","Nem","01:02:04","1","--","--","--","--","--","--","--","--","00:40:09","01:02:04","54","80"
Futás,2022-11-04 18:45:59,false,"Szeged Futás","2.50","207","00:46:36","106","144","59","217","18:40","4:25","0","1","0.90","--","--","0.0","--","4,212","--","--","Nem","00:46:36","1","--","--","--","--","--","--","--","--","00:26:33","00:46:36","79","85"
Futás,2022-11-03 18:37:05,false,"Szeged Futás","2.65","282","00:59:30","115","150","37","212","22:26","3:27","1","0","1.21","--","--","0.0","--","3,948","--","--","Nem","00:59:30","1","--","--","--","--","--","--","--","--","00:24:17","00:59:30","76","78"
Futás,2022-11-02 18:59:51,false,"Szeged Futás","5.24","462","01:30:07","117","159","61","238","17:12","3:06","2","2","0.95","--","--","0.0","--","7,960","--","--","Nem","01:30:07","1","--","--","--","--","--","--","--","--","00:47:14","01:30:07","76","83"
Futás,2022-11-01 10:13:42,false,"Szeged Futás","5.95","567","01:36:01","129","172","62","247","16:07","2:12","2","3","1.01","--","--","0.0","--","7,876","--","--","Nem","01:36:01","1","--","--","--","--","--","--","--","--","00:51:11","01:36:01","76","78"
Futás,2022-10-31 10:16:51,false,"Szeged Futás","2.44","282","00:50:57","122","173","58","248","20:55","3:35","149","149","0.82","--","--","0.0","--","4,054","--","--","Nem","00:50:57","1","--","--","--","--","--","--","--","--","00:20:43","00:50:57","2","78"
Futás,2022-10-28 18:50:29,false,"Szeged Futás","2.44","202","00:43:35","103","161","58","233","17:51","4:35","2","1","0.97","--","--","0.0","--","4,278","--","--","Nem","00:43:35","1","--","--","--","--","--","--","--","--","00:24:52","00:43:35","78","80"
Futás,2022-10-27 19:07:22,false,"Szeged Futás","3.25","306","01:05:09","111","148","46","212","20:02","3:20","1","0","1.09","--","--","0.0","--","4,708","--","--","Nem","01:05:09","1","--","--","--","--","--","--","--","--","00:32:03","01:05:09","77","78"
Futás,2022-10-26 18:47:47,false,"Szeged Futás","3.51","380","01:23:24","113","151","41","238","23:47","2:53","4","4","1.04","--","--","0.0","--","5,280","--","--","Nem","01:23:24","1","--","--","--","--","--","--","--","--","00:32:07","01:23:24","78","80"
Futás,2022-10-26 08:32:12,false,"Szeged Futás","4.32","547","01:23:44","134","166","43","248","19:23","2:53","1","0","1.21","--","--","0.0","--","5,958","--","--","Nem","01:23:44","1","--","--","--","--","--","--","--","--","00:34:07","01:23:44","77","78"
Futás,2022-10-25 18:41:32,false,"Szeged Futás","5.13","454","01:14:15","130","167","66","228","14:29","1:57","11","11","1.02","--","--","0.0","--","7,022","--","--","Nem","00:15:50","2","--","--","--","--","--","--","--","--","00:42:07","01:14:15","76","85"
Futás,2022-10-25 08:03:27,false,"Szeged Futás","3.62","406","01:04:47","133","158","50","248","17:55","3:16","12","12","1.19","--","--","0.0","--","5,214","--","--","Nem","00:30:19","2","--","--","--","--","--","--","--","--","00:34:49","01:04:47","76","86"
Futás,2022-10-24 18:52:18,false,"Szeged Futás","4.23","448","01:01:59","137","179","66","238","14:39","2:48","6","5","1.07","--","--","0.0","--","5,290","--","--","Nem","00:01:51.0","3","--","--","--","--","--","--","--","--","00:31:13","01:01:59","77","80"
Futás,2022-10-21 18:02:02,false,"Szeged Futás","6.20","440","01:02:27","139","181","117","241","10:04","1:48","16","15","0.84","--","--","0.0","--","8,010","--","--","Nem","00:04:33.7","5","--","--","--","--","--","--","--","--","00:51:33","01:02:27","74","88"
Futás,2022-10-20 19:12:21,false,"Szeged Futás","3.79","411","00:57:12","136","180","55","234","15:05","2:31","1","1","1.21","--","--","0.0","--","5,186","--","--","Nem","00:57:12","1","--","--","--","--","--","--","--","--","00:31:37","00:57:12","77","93"
Futás,2022-10-19 16:26:38,false,"Zsombó Futás","0.79","122","00:30:07","102","148","20","229","38:08","3:42","5","1","1.28","--","--","0.0","--","1,088","--","--","Nem","00:30:07","1","--","--","--","--","--","--","--","--","00:06:50","00:30:07","89","93"
Futás,2022-10-18 19:51:01,false,"Szeged Futás","2.31","171","00:27:23","122","151","85","217","11:52","3:09","1","1","0.99","--","--","0.0","--","3,042","--","--","Nem","00:27:23","1","--","--","--","--","--","--","--","--","00:21:03","00:27:23","78","80"
Futás,2022-10-17 19:08:17,false,"Szeged Futás","4.13","360","00:56:15","131","172","74","245","13:37","3:17","9","6","1.00","--","--","0.0","--","5,990","--","--","Nem","00:14:32","2","--","--","--","--","--","--","--","--","00:35:52","00:56:15","76","83"
Futás,2022-10-14 18:57:55,false,"Szeged Futás","2.97","303","00:50:10","127","161","68","205","16:55","4:37","0","2","0.87","--","--","0.0","--","5,378","--","--","Nem","00:50:10","1","--","--","--","--","--","--","--","--","00:30:00","00:50:10","78","81"
Futás,2022-10-13 19:07:31,false,"Szeged Futás","0.70","110","00:20:21","115","148","27","229","28:56","2:59","0","1","1.28","--","--","0.0","--","1,212","--","--","Nem","00:20:21","1","--","--","--","--","--","--","--","--","00:07:19","00:20:21","79","108"
Futás,2022-10-12 19:02:20,false,"Szeged Futás","4.21","427","01:25:37","117","156","45","205","20:20","4:27","1","2","1.09","--","--","0.0","--","7,078","--","--","Nem","01:25:37","1","--","--","--","--","--","--","--","--","00:38:41","01:25:37","79","80"
Futás,2022-10-12 08:09:21,false,"Szeged Futás","3.03","374","01:08:01","122","163","46","247","22:28","1:09","2","2","1.00","--","--","0.0","--","5,164","--","--","Nem","00:32:24","2","--","--","--","--","--","--","--","--","00:30:36","01:08:01","77","87"
Futás,2022-10-11 19:06:47,false,"Szeged Futás","3.82","428","01:19:17","123","171","44","238","20:45","2:40","7","7","1.10","--","--","0.0","--","5,758","--","--","Nem","01:19:17","1","--","--","--","--","--","--","--","--","00:31:39","01:19:17","65","80"
Futás,2022-10-10 19:02:05,false,"Szeged Futás","4.55","433","00:59:39","137","183","79","238","13:07","3:34","8","8","0.96","--","--","0.0","--","6,600","--","--","Nem","00:59:39","1","--","--","--","--","--","--","--","--","00:40:44","00:59:39","34","80"
Futás,2022-10-06 19:17:24,false,"Szeged Futás","3.41","240","00:33:43","132","181","76","201","9:53","2:46","4","5","1.33","--","--","0.0","--","3,012","--","--","Nem","00:01:05.7","6","--","--","--","--","--","--","--","--","00:18:58","00:33:43","76","85"
Futás,2022-10-05 19:56:52,false,"Szeged Futás","4.89","423","00:45:55","160","221","94","231","9:23","1:58","5","5","1.13","--","--","0.0","--","6,020","--","--","Nem","00:45:55","1","--","--","--","--","--","--","--","--","00:37:43","00:45:55","78","80"
Futás,2022-10-05 08:19:16,false,"Szeged Futás","2.60","290","00:47:41","127","155","36","237","18:21","3:29","14","14","1.51","--","--","0.0","--","3,354","--","--","Nem","00:47:41","1","--","--","--","--","--","--","--","--","00:19:02","00:47:41","79","90"
Futás,2022-10-04 18:59:37,false,"Szeged Futás","2.63","283","00:59:19","110","173","44","201","22:33","2:32","9","10","1.02","--","--","0.0","--","3,436","--","--","Nem","00:00:09.4","2","--","--","--","--","--","--","--","--","00:19:22","00:59:19","76","95"
Futás,2022-10-03 19:05:24,false,"Szeged Futás","5.35","437","00:57:24","140","182","89","248","10:43","2:41","4","4","1.02","--","--","0.0","--","6,204","--","--","Nem","00:01:20.8","7","--","--","--","--","--","--","--","--","00:37:51","00:57:24","77","108"
Futás,2022-09-30 19:09:23,false,"Szeged Futás","2.46","212","00:43:22","110","144","51","218","17:38","3:07","3","2","1.11","--","--","0.0","--","3,922","--","--","Nem","00:09:16.3","3","--","--","--","--","--","--","--","--","00:25:09","00:43:22","68","80"
Futás,2022-09-29 19:10:23,false,"Szeged Futás","3.81","392","01:07:20","109","230","53","212","17:40","3:14","39","38","1.08","--","--","0.0","--","5,710","--","--","Nem","00:09:07.8","4","--","--","--","--","--","--","--","--","00:35:43","01:07:20","77","114"
Futás,2022-09-28 19:00:54,false,"Szeged Futás","2.06","320","01:11:51","110","148","30","247","34:52","4:27","4","4","0.92","--","--","0.0","--","4,056","--","--","Nem","00:04:51.5","3","--","--","--","--","--","--","--","--","00:21:27","01:11:51","78","80"
Futás,2022-09-28 08:06:09,false,"Szeged Futás","2.01","365","01:16:58","117","210","33","247","38:14","4:57","2","1","0.84","--","--","0.0","--","4,698","--","--","Nem","00:00:21.5","3","--","--","--","--","--","--","--","--","00:21:42","01:16:58","79","80"
Futás,2022-09-27 19:18:21,false,"Szeged Futás","2.54","259","00:55:09","111","143","49","243","21:44","3:19","1","1","0.91","--","--","0.0","--","4,424","--","--","Nem","00:07:45.6","3","--","--","--","--","--","--","--","--","00:26:27","00:55:09","79","80"
Futás,2022-09-27 07:58:24,false,"Szeged Futás","2.14","335","01:03:17","120","154","30","238","29:33","4:31","4","3","1.12","--","--","0.0","--","3,908","--","--","Nem","00:06:51.2","3","--","--","--","--","--","--","--","--","00:20:07","01:03:17","77","80"
Futás,2022-09-26 19:14:39,false,"Szeged Futás","5.27","608","01:15:40","147","180","60","235","14:21","2:29","20","21","1.19","--","--","0.0","--","6,522","--","--","Nem","00:02:51.2","6","--","--","--","--","--","--","--","--","00:40:53","01:15:40","77","80"
Futás,2022-09-23 19:21:52,false,"Szeged Futás","2.65","244","00:43:00","120","157","62","233","16:14","3:16","75","75","1.03","--","--","0.0","--","4,300","--","--","Nem","00:11:17","3","--","--","--","--","--","--","--","--","00:25:13","00:43:00","77","152"
Futás,2022-09-22 19:02:25,false,"Szeged Futás","3.05","394","01:01:01","132","213","50","212","20:00","1:42","1","0","1.02","--","--","0.0","--","4,706","--","--","Nem","00:02:42.5","4","--","--","--","--","--","--","--","--","00:25:58","01:01:01","76","78"
Futás,2022-09-21 08:38:31,false,"Szeged Futás","2.32","313","01:09:48","110","146","29","248","30:05","5:26","3","1","1.15","--","--","0.0","--","4,244","--","--","Nem","00:15:07","3","--","--","--","--","--","--","--","--","00:21:10","01:09:48","77","80"
Futás,2022-09-20 18:41:13,false,"Szeged Futás","5.00","454","01:29:52","116","167","50","234","17:59","3:35","7","7","1.18","--","--","0.0","--","6,722","--","--","Nem","00:10:13","6","--","--","--","--","--","--","--","--","00:40:35","01:29:52","77","107"
Futás,2022-09-19 18:44:43,false,"Szeged Futás","5.72","418","01:01:11","127","188","86","236","10:41","1:56","60","70","1.09","--","--","0.0","--","7,316","--","--","Nem","00:06:23.8","6","--","--","--","--","--","--","--","--","00:44:27","01:01:11","68","93"
Futás,2022-09-14 08:29:03,false,"Szeged Futás","2.82","423","01:13:27","121","168","33","191","26:03","0:21","101","86","2.15","--","--","0.0","--","4,286","--","--","Nem","00:00:25.8","5","--","--","--","--","--","--","--","--","00:23:07","01:14:44","68","94"
Kardió,2022-09-13 18:53:20,false,"Kardió","0.00","373","01:03:15","124","165","--","--","--","--","--","--","--","--","--","0.0","--","--","--","--","Nem","01:03:15","1","--","--","--","--","--","--","--","--","00:00:00","01:04:31","--","--"
Futás,2022-09-12 18:30:07,false,"Szeged Futás","8.15","566","01:19:56","136","182","92","236","9:49","1:52","139","124","1.09","--","--","0.0","--","9,280","--","--","Nem","00:00:06.5","11","--","--","--","--","--","--","--","--","00:59:42","01:19:56","68","132"
Futás,2022-09-07 18:58:12,false,"Szeged Futás","5.65","520","01:09:18","140","173","74","238","12:16","3:10","127","111","1.14","--","--","0.0","--","7,520","--","--","Nem","00:08:02.0","6","--","--","--","--","--","--","--","--","00:48:43","01:09:18","71","90"
Futás,2022-09-07 07:59:38,false,"Szeged Futás","1.40","273","01:07:52","102","140","26","229","48:35","4:08","55","40","0.81","--","--","0.0","--","3,110","--","--","Nem","00:11:25","2","--","--","--","--","--","--","--","--","00:13:01","01:07:52","71","94"
Futás,2022-09-06 18:35:48,false,"Szeged Futás","3.45","536","01:23:26","133","181","38","248","24:09","2:36","101","74","1.09","--","--","0.0","--","4,790","--","--","Nem","00:11:26","4","--","--","--","--","--","--","--","--","00:30:45","01:23:26","58","91"
Futás,2022-09-05 18:38:38,false,"Szeged Futás","6.00","430","01:07:30","124","170","93","229","11:15","2:56","9","8","0.98","--","--","0.0","--","8,268","--","--","Nem","00:00:05.9","7","--","--","--","--","--","--","--","--","00:49:51","01:07:30","77","80"
Légzőgyakorlat,2022-09-02 20:09:41,false,"Pihen. és összpont.","--","--","00:05:39.2","58","69","--","--","--","--","--","--","--","--","--","0.0","--","--","--","--","Nem","00:00:01.2","104","4","4","15","-1","10","9","7","21","00:00:00","00:05:39.2","--","--"
Futás,2022-09-02 14:01:21,false,"Szeged Futás","3.19","269","00:40:31","122","159","79","226","12:42","2:55","5","4","1.19","--","--","0.0","--","4,516","--","--","Nem","00:01:38.1","5","--","--","--","--","--","--","--","--","00:29:16","00:40:31","44","80"
Futás,2022-09-01 18:36:52,false,"Szeged Futás","4.84","500","01:22:18","130","177","54","221","17:00","2:04","21","21","1.20","--","--","0.0","--","6,604","--","--","Nem","00:01:59.2","6","--","--","--","--","--","--","--","--","00:41:29","01:22:18","76","97"
Futás,2022-08-31 17:53:29,false,"Szeged Futás","5.41","598","01:13:42","146","176","67","248","13:38","3:22","6","6","1.10","--","--","0.0","--","7,576","--","--","Nem","00:10:27","6","--","--","--","--","--","--","--","--","00:48:11","01:13:42","77","79"
Futás,2022-08-31 08:05:20,false,"Szeged Futás","2.51","322","01:04:22","115","149","42","241","25:38","3:48","1","1","1.00","--","--","0.0","--","3,968","--","--","Nem","00:14:47","3","--","--","--","--","--","--","--","--","00:26:15","01:04:22","77","85"
Kardió,2022-08-30 18:52:19,false,"Kardió","0.00","200","00:46:21","104","134","--","--","--","--","--","--","--","--","--","0.0","--","--","--","--","Nem","00:46:21","1","--","--","--","--","--","--","--","--","00:00:00","00:46:21","--","--"
Futás,2022-08-30 08:02:06,false,"Szeged Futás","3.36","430","01:20:42","123","172","42","226","24:01","1:48","1","2","1.01","--","--","0.0","--","4,610","--","--","Nem","00:03:18.2","4","--","--","--","--","--","--","--","--","00:32:05","01:20:42","77","83"
Futás,2022-08-29 18:39:29,false,"Szeged Futás","4.69","405","00:59:50","130","174","87","215","12:46","3:17","2","1","1.06","--","--","0.0","--","6,478","--","--","Nem","00:00:36.1","8","--","--","--","--","--","--","--","--","00:41:15","00:59:50","76","78"
Kerékpározás,2022-08-26 20:30:58,false,"Szeged Kerékpározás","8.75","122","00:24:23","106","129","--","--","21.5","30.4","10","22","--","--","--","0.0","--","--","--","--","Nem","00:03:28.7","2","--","--","--","--","--","--","--","--","00:24:12","00:24:50","74","95"
Futás,2022-08-26 18:26:43,false,"Szeged Futás","2.29","324","01:12:42","112","148","26","222","31:45","3:27","2","1","1.40","--","--","0.0","--","3,198","--","--","Nem","00:00:03.9","4","--","--","--","--","--","--","--","--","00:22:05","01:12:42","78","80"
Futás,2022-08-25 15:34:11,false,"Szeged Futás","1.63","139","00:24:15","118","140","91","164","14:54","5:01","1","1","0.73","--","--","0.0","--","2,372","--","--","Nem","00:08:31.1","2","--","--","--","--","--","--","--","--","00:14:55","00:24:15","76","78"
Futás,2022-08-24 18:46:31,false,"Szeged Futás","6.59","610","01:21:45","140","178","73","236","12:24","2:24","1","1","1.07","--","--","0.0","--","8,916","--","--","Nem","00:04:20.6","8","--","--","--","--","--","--","--","--","00:57:30","01:21:45","76","78"
Futás,2022-08-22 18:33:14,false,"Szeged Futás","4.18","434","01:25:44","115","155","45","235","20:30","1:49","2","1","1.36","--","--","0.0","--","5,258","--","--","Nem","00:03:50.4","5","--","--","--","--","--","--","--","--","00:34:42","01:25:44","77","84"
Futás,2022-08-22 08:07:13,false,"Szeged Futás","5.08","410","01:02:07","129","175","84","244","12:14","1:38","4","2","1.04","--","--","0.0","--","6,766","--","--","Nem","00:02:34.1","7","--","--","--","--","--","--","--","--","00:43:13","01:02:07","77","80"
Futás,2022-08-19 17:02:19,false,"Szeged Futás","4.12","553","01:23:04","137","183","49","229","20:09","3:07","2","2","1.02","--","--","0.0","--","6,000","--","--","Nem","00:00:52.7","5","--","--","--","--","--","--","--","--","00:40:42","01:23:04","78","80"
Futás,2022-08-18 08:04:17,false,"Szeged Futás","4.48","439","01:06:49","132","179","63","229","14:55","3:00","1","2","1.07","--","--","0.0","--","5,858","--","--","Nem","00:07:36.5","5","--","--","--","--","--","--","--","--","00:40:09","01:06:49","76","80"
Futás,2022-08-17 18:36:03,false,"Szeged Futás","4.62","442","01:06:20","134","164","67","236","14:22","3:24","2","1","1.11","--","--","0.0","--","6,844","--","--","Nem","00:07:41.6","5","--","--","--","--","--","--","--","--","00:41:08","01:06:20","77","80"
Futás,2022-08-17 09:31:35,false,"Szeged Futás","3.81","407","01:35:31","114","139","35","221","25:04","1:18","1","2","1.14","--","--","0.0","--","6,062","--","--","Nem","00:22:00","4","--","--","--","--","--","--","--","--","00:45:48","01:35:31","77","81"
Kardió,2022-08-16 18:09:36,false,"Kardió","0.00","208","00:35:18","115","147","--","--","--","--","--","--","--","--","--","0.0","--","--","--","--","Nem","00:35:18","1","--","--","--","--","--","--","--","--","00:00:00","00:35:18","--","--"
Futás,2022-08-16 08:05:20,false,"Szeged Futás","2.80","339","01:20:03","108","143","33","229","28:35","3:15","1","2","1.10","--","--","0.0","--","4,078","--","--","Nem","00:20:30","3","--","--","--","--","--","--","--","--","00:26:44","01:20:03","78","80"
Futás,2022-08-15 18:35:53,false,"Szeged Futás","3.98","465","01:28:35","121","173","42","242","22:17","2:54","2","1","1.09","--","--","0.0","--","5,764","--","--","Nem","00:00:03.3","6","--","--","--","--","--","--","--","--","00:36:13","01:28:35","75","84"
Futás,2022-08-15 08:06:55,false,"Szeged Futás","1.27","312","00:51:02","124","160","14","229","40:15","4:34","3","--","1.89","--","--","0.0","--","1,740","--","--","Nem","00:17:02","2","--","--","--","--","--","--","--","--","00:09:32","00:51:02","76","79"
Futás,2022-08-14 19:02:21,false,"Szeged Futás","3.89","370","00:53:37","128","170","70","248","13:46","3:16","3","0","1.04","--","--","0.0","--","5,114","--","--","Nem","00:10:06","4","--","--","--","--","--","--","--","--","00:30:07","00:53:37","76","85"
Futás,2022-08-12 17:29:06,false,"Szeged Futás","6.20","575","01:05:28","154","185","85","225","10:33","2:22","4","3","1.13","--","--","0.0","--","7,218","--","--","Nem","00:02:04.7","7","--","--","--","--","--","--","--","--","00:49:07","01:05:28","76","78"
Futás,2022-08-12 17:07:40,false,"Szeged Futás","0.97","129","00:20:28","123","146","41","229","21:04","5:03","--","--","1.15","--","--","0.0","--","1,396","--","--","Nem","00:20:28","1","--","--","--","--","--","--","--","--","00:08:58","00:20:28","77","78"
Futás,2022-08-11 18:36:54,false,"Szeged Futás","2.81","282","00:58:13","114","161","43","244","20:42","0:45","1","1","1.24","--","--","0.0","--","3,352","--","--","Nem","00:09:18.0","3","--","--","--","--","--","--","--","--","00:22:39","00:58:13","78","88"
Kerékpározás,2022-08-11 17:15:02,false,"Szeged Kerékpározás","9.31","132","00:32:04","103","131","--","--","17.4","26.8","13","10","--","--","--","0.0","--","--","--","--","Nem","00:32:04","1","--","--","--","--","--","--","--","--","00:31:49","00:45:23","72","87"
Futás,2022-08-10 18:36:27,false,"Szeged Futás","2.28","291","00:47:13","125","160","41","223","20:41","2:19","4","2","1.19","--","--","0.0","--","2,706","--","--","Nem","00:04:22.1","3","--","--","--","--","--","--","--","--","00:22:14","00:47:13","76","80"
Kardió,2022-08-09 18:58:52,false,"Kardió","0.00","286","00:43:16","120","154","--","--","--","--","--","--","--","--","--","0.0","--","--","--","--","Nem","00:43:16","1","--","--","--","--","--","--","--","--","00:00:00","00:43:16","--","--"
Futás,2022-08-09 09:58:38,false,"Szeged Futás","3.04","320","00:59:26","119","164","49","213","19:35","3:51","2","0","1.09","--","--","0.0","--","4,374","--","--","Nem","00:00:20.1","4","--","--","--","--","--","--","--","--","00:27:00","00:59:26","76","78"
Futás,2022-08-08 19:13:08,false,"Szeged Futás","0.85","52","00:06:20.6","129","151","105","213","7:28","3:28","--","--","1.28","--","--","0.0","--","944","--","--","Nem","00:06:20.6","1","--","--","--","--","--","--","--","--","00:04:47","00:06:20.6","79","80"
Futás,2022-08-08 18:24:53,false,"Szeged Futás","2.15","204","00:40:13","114","158","51","248","18:41","2:18","3","2","1.30","--","--","0.0","--","2,466","--","--","Nem","00:04:39.6","3","--","--","--","--","--","--","--","--","00:15:27","00:40:13","76","80"
Futás,2022-08-05 18:34:07,false,"Szeged Futás","1.26","208","00:36:58","118","156","32","198","29:24","4:14","3","--","1.14","--","--","0.0","--","1,758","--","--","Nem","00:07:13.8","2","--","--","--","--","--","--","--","--","00:11:15","00:36:58","76","80"
Futás,2022-08-04 18:32:27,false,"Szeged Futás","2.79","256","01:01:52","102","137","42","248","22:12","3:11","4","3","1.07","--","--","0.0","--","4,140","--","--","Nem","00:16:44","3","--","--","--","--","--","--","--","--","00:26:20","01:01:52","76","87"
Futás,2022-08-04 08:03:18,false,"Szeged Futás","2.72","361","01:23:08","109","147","31","221","30:32","3:12","--","1","1.16","--","--","0.0","--","3,682","--","--","Nem","00:24:09","3","--","--","--","--","--","--","--","--","00:25:30","01:23:08","76","80"
Futás,2022-08-03 20:01:20,false,"Szeged Futás","1.30","142","00:15:04","150","164","73","229","11:34","2:53","1","20","1.21","--","--","0.0","--","1,694","--","--","Nem","00:03:31.3","2","--","--","--","--","--","--","--","--","00:10:53","00:15:04","76","96"
Futás,2022-08-03 18:42:57,false,"Szeged Futás","4.92","491","01:16:21","133","183","56","232","15:31","2:31","7","6","1.23","--","--","0.0","--","5,404","--","--","Nem","00:05:26.0","5","--","--","--","--","--","--","--","--","00:40:32","01:16:21","76","86"
Futás,2022-07-28 19:05:22,false,"Szeged Futás","1.28","76","00:10:18","123","136","154","164","8:01","7:02","2","--","0.81","--","--","0.0","--","1,604","--","--","Nem","00:02:15.9","2","--","--","--","--","--","--","--","--","00:10:07","00:10:18","77","80"
Kardió,2022-07-26 18:55:45,false,"Kardió","0.00","335","01:12:44","102","169","--","--","--","--","--","--","--","--","--","0.0","--","--","--","--","Nem","00:00:01.4","2","--","--","--","--","--","--","--","--","00:00:00","01:12:44","--","--"
Futás,2022-07-26 10:04:36,false,"Szeged Futás","2.39","302","00:46:55","127","163","46","246","19:39","4:10","1","1","1.17","--","--","0.0","--","3,346","--","--","Nem","00:04:16.9","3","--","--","--","--","--","--","--","--","00:22:55","00:46:55","77","80"
